cname,wdi_pop,wdi_popgr,wdi_gdpcapcur,wdi_gdpcapgr,wdi_area,wdi_broadb,ht_region
Afghanistan,30682500.0,3.164336204528809,666.7950439453125,-1.216694831848145,652860.0,0.0049097146838903,8
Albania,2897366.0,-0.107729509472847,4411.25830078125,1.218984007835388,27400.0,5.752928256988525,1
Algeria,38186136.0,1.974814414978027,5491.6142578125,0.7898048758506775,2381740.0,3.264623641967773,3
Andorra,75902.0,-4.399683952331543,42806.5234375,4.431534290313721,470.0,35.00971984863281,5
Angola,23448202.0,3.306204557418823,5900.52978515625,,1246700.0,0.3509749472141266,4
Antigua and Barbuda,89985.0,1.023163914680481,13342.0849609375,-1.360683679580689,440.0,17.38845443725586,10
Azerbaijan,9416801.0,1.293447017669678,7811.62158203125,4.437066078186035,82659.0,18.18868255615234,1
Argentina,42538304.0,1.047065019607544,14443.0654296875,1.813695549964905,2736690.0,14.56555080413818,2
Australia,23125868.0,1.734299778938294,67627.7734375,0.6787487864494324,7682300.0,25.00155067443848,5
Austria,8479375.0,0.5841040015220642,50557.8046875,-0.2630215585231781,82531.0,26.26205825805664,5
Bahamas,377841.0,1.453715085983276,22315.603515625,-1.42148745059967,10010.0,4.107331275939941,10
Bahrain,1349427.0,1.181525230407715,24378.9453125,4.174786567687988,770.0,22.52383422851563,3
Bangladesh,157157392.0,1.21635115146637,954.3964233398438,4.731909275054932,130170.0,0.9740574955940248,8
Armenia,2992192.0,0.4640466570854187,3716.828857421875,2.821750402450562,28470.0,8.165718078613281,1
Barbados,282503.0,0.3272570967674255,15153.8212890625,-0.3267222046852112,430.0,23.81852340698242,10
Belgium,11182817.0,0.4891842901706696,46625.31640625,-0.4715156555175781,30280.0,34.48085403442383,5
Bhutan,754637.0,1.458432078361511,2383.044677734375,0.6636280417442322,38117.0,2.716503858566284,8
Bolivia,10399931.0,1.561845779418945,2948.032958984375,5.14098072052002,1083300.0,1.444055080413818,2
Bosnia and Herzegovina,3823533.0,-0.127705991268158,4666.2197265625,2.610956430435181,51200.0,13.47773933410645,1
Botswana,2176510.0,2.027669191360474,6882.25830078125,7.12783145904541,566730.0,1.068206906318665,4
Brazil,204259376.0,0.9136878848075868,11711.0048828125,1.809215545654297,8358140.0,10.66102504730225,2
Belize,344193.0,2.198943138122559,4719.13818359375,-0.6824498176574707,22810.0,2.982826232910156,10
Solomon Islands,560685.0,2.076576948165894,1889.991821289063,0.8972715735435486,27990.0,0.3356906473636627,9
Brunei,411499.0,1.465612411499023,39151.234375,-3.181395292282105,5270.0,6.595992088317871,7
Bulgaria,7265115.0,-0.5596472024917603,7656.638671875,1.848399758338928,108560.0,19.68106269836426,1
Myanmar,52983828.0,0.8338866233825684,1106.983764648438,7.345988273620606,653080.0,0.1789912879467011,7
Burundi,10465959.0,3.316265106201172,259.3652038574219,1.182321906089783,25680.0,0.0150946630164981,4
Belarus,9466000.0,0.0211304798722267,7722.12353515625,1.052245736122131,202910.0,29.77383613586426,1
Cambodia,15078564.0,1.646993160247803,1024.60888671875,5.724313259124756,176520.0,0.2157095223665237,7
Cameroon,22211166.0,2.515153169631958,1331.200073242188,2.93976092338562,472710.0,0.0759415403008461,4
Canada,35158304.0,1.155718445777893,52305.2578125,0.8314209580421448,9093510.0,34.37713241577148,5
Cape Verde,507258.0,1.267316341400147,3623.222412109375,-0.227238655090332,4030.0,4.251779556274414,4
Central African Republic,4710678.0,1.954537272453308,326.4371032714844,-37.28492736816406,622980.0,0.0133695481345057,4
Sri Lanka,20483000.0,0.7596027851104736,3628.26806640625,2.613300561904907,62710.0,1.994793653488159,8
